caminho,nome,tipo,url
Estimativas_de_Populacao/Estimativas_2019/POP2019_20220905.ods,POP2019_20220905.ods,arquivo,https://ftp.ibge.gov.br/Estimativas_de_Populacao/Estimativas_2019/POP2019_20220905.ods
Estimativas_de_Populacao/Estimativas_2019/POP2019_20220905.pdf,POP2019_20220905.pdf,arquivo,https://ftp.ibge.gov.br/Estimativas_de_Populacao/Estimativas_2019/POP2019_20220905.pdf
Estimativas_de_Populacao/Estimativas_2019/POP2019_20220905.xls,POP2019_20220905.xls,arquivo,https://ftp.ibge.gov.br/Estimativas_de_Populacao/Estimativas_2019/POP2019_20220905.xls
Estimativas_de_Populacao/Estimativas_2019/serie_2001_2019_TCU.pdf,serie_2001_2019_TCU.pdf,arquivo,https://ftp.ibge.gov.br/Estimativas_de_Populacao/Estimativas_2019/serie_2001_2019_TCU.pdf
Estimativas_de_Populacao/Estimativas_2019/serie_2001_2019_TCU.xls,serie_2001_2019_TCU.xls,arquivo,https://ftp.ibge.gov.br/Estimativas_de_Populacao/Estimativas_2019/serie_2001_2019_TCU.xls
Estimativas_de_Populacao/Estimativas_2020,Estimativas_2020,pasta,https://ftp.ibge.gov.br/Estimativas_de_Populacao/Estimativas_2020
Estimativas_de_Populacao/Estimativas_2020/estimativa_dou_2020.ods,estimativa_dou_2020.ods,arquivo,https://ftp.ibge.gov.br/Estimativas_de_Populacao/Estimativas_2020/estimativa_dou_2020.ods
Estimativas_de_Populacao/Estimativas_2020/estimativa_dou_2020.pdf,estimativa_dou_2020.pdf,arquivo,https://ftp.ibge.gov.br/Estimativas_de_Populacao/Estimativas_2020/estimativa_dou_2020.pdf
Estimativas_de_Populacao/Estimativas_2020/estimativa_dou_2020.xls,estimativa_dou_2020.xls,arquivo,https://ftp.ibge.gov.br/Estimativas_de_Populacao/Estimativas_2020/estimativa_dou_2020.xls
Estimativas_de_Populacao/Estimativas_2020/POP2020_20220711.ods,POP2020_20220711.ods,arquivo,https://ftp.ibge.gov.br/Estimativas_de_Populacao/Estimativas_2020/POP2020_20220711.ods
Estimativas_de_Populacao/Estimativas_2020/POP2020_20220711.pdf,POP2020_20220711.pdf,arquivo,https://ftp.ibge.gov.br/Estimativas_de_Populacao/Estimativas_2020/POP2020_20220711.pdf
Estimativas_de_Populacao/Estimativas_2020/POP2020_20220711.xls,POP2020_20220711.xls,arquivo,https://ftp.ibge.gov.br/Estimativas_de_Populacao/Estimativas_2020/POP2020_20220711.xls
Estimativas_de_Populacao/Estimativas_2020/POP2020_20220905.ods,POP2020_20220905.ods,arquivo,https://ftp.ibge.gov.br/Estimativas_de_Populacao/Estimativas_2020/POP2020_20220905.ods
Estimativas_de_Populacao/Estimativas_2020/POP2020_20220905.pdf,POP2020_20220905.pdf,arquivo,https://ftp.ibge.gov.br/Estimativas_de_Populacao/Estimativas_2020/POP2020_20220905.pdf
Estimativas_de_Populacao/Estimativas_2020/POP2020_20220905.xls,POP2020_20220905.xls,arquivo,https://ftp.ibge.gov.br/Estimativas_de_Populacao/Estimativas_2020/POP2020_20220905.xls
Estimativas_de_Populacao/Estimativas_2020/serie_2001_2020_TCU.pdf,serie_2001_2020_TCU.pdf,arquivo,https://ftp.ibge.gov.br/Estimativas_de_Populacao/Estimativas_2020/serie_2001_2020_TCU.pdf
Estimativas_de_Populacao/Estimativas_2020/serie_2001_2020_TCU.xls,serie_2001_2020_TCU.xls,arquivo,https://ftp.ibge.gov.br/Estimativas_de_Populacao/Estimativas_2020/serie_2001_2020_TCU.xls
Estimativas_de_Populacao/Estimativas_2021,Estimativas_2021,pasta,https://ftp.ibge.gov.br/Estimativas_de_Populacao/Estimativas_2021
Estimativas_de_Populacao/Estimativas_2021/estimativa_dou_2021.ods,estimativa_dou_2021.ods,arquivo,https://ftp.ibge.gov.br/Estimativas_de_Populacao/Estimativas_2021/estimativa_dou_2021.ods
Estimativas_de_Populacao/Estimativas_2021/estimativa_dou_2021.pdf,estimativa_dou_2021.pdf,arquivo,https://ftp.ibge.gov.br/Estimativas_de_Populacao/Estimativas_2021/estimativa_dou_2021.pdf
Estimativas_de_Populacao/Estimativas_2021/estimativa_dou_2021.xls,estimativa_dou_2021.xls,arquivo,https://ftp.ibge.gov.br/Estimativas_de_Populacao/Estimativas_2021/estimativa_dou_2021.xls
Estimativas_de_Populacao/Estimativas_2021/POP2021_20240624.ods,POP2021_20240624.ods,arquivo,https://ftp.ibge.gov.br/Estimativas_de_Populacao/Estimativas_2021/POP2021_20240624.ods
Estimativas_de_Populacao/Estimativas_2021/POP2021_20240624.pdf,POP2021_20240624.pdf,arquivo,https://ftp.ibge.gov.br/Estimativas_de_Populacao/Estimativas_2021/POP2021_20240624.pdf
Estimativas_de_Populacao/Estimativas_2021/POP2021_20240624.xls,POP2021_20240624.xls,arquivo,https://ftp.ibge.gov.br/Estimativas_de_Populacao/Estimativas_2021/POP2021_20240624.xls
Estimativas_de_Populacao/Estimativas_2024,Estimativas_2024,pasta,https://ftp.ibge.gov.br/Estimativas_de_Populacao/Estimativas_2024
Estimativas_de_Populacao/Estimativas_2024/Decisoes_judiciais_que_alteraram_coeficientes_do_FPM.pdf,Decisoes_judiciais_que_alteraram_coeficientes_do_FPM.pdf,arquivo,https://ftp.ibge.gov.br/Estimativas_de_Populacao/Estimativas_2024/Decisoes_judiciais_que_alteraram_coeficientes_do_FPM.pdf
Estimativas_de_Populacao/Estimativas_2024/estimativa_dou_2024.ods,estimativa_dou_2024.ods,arquivo,https://ftp.ibge.gov.br/Estimativas_de_Populacao/Estimativas_2024/estimativa_dou_2024.ods
Estimativas_de_Populacao/Estimativas_2024/estimativa_dou_2024.pdf,estimativa_dou_2024.pdf,arquivo,https://ftp.ibge.gov.br/Estimativas_de_Populacao/Estimativas_2024/estimativa_dou_2024.pdf
Estimativas_de_Populacao/Estimativas_2024/estimativa_dou_2024.xls,estimativa_dou_2024.xls,arquivo,https://ftp.ibge.gov.br/Estimativas_de_Populacao/Estimativas_2024/estimativa_dou_2024.xls
Estimativas_de_Populacao/Estimativas_2024/POP2024_20241101.ods,POP2024_20241101.ods,arquivo,https://ftp.ibge.gov.br/Estimativas_de_Populacao/Estimativas_2024/POP2024_20241101.ods
Estimativas_de_Populacao/Estimativas_2024/POP2024_20241101.pdf,POP2024_20241101.pdf,arquivo,https://ftp.ibge.gov.br/Estimativas_de_Populacao/Estimativas_2024/POP2024_20241101.pdf
Estimativas_de_Populacao/Estimativas_2024/POP2024_20241101.xls,POP2024_20241101.xls,arquivo,https://ftp.ibge.gov.br/Estimativas_de_Populacao/Estimativas_2024/POP2024_20241101.xls
Estimativas_de_Populacao/Estimativas_2024/POP2024_20241230.ods,POP2024_20241230.ods,arquivo,https://ftp.ibge.gov.br/Estimativas_de_Populacao/Estimativas_2024/POP2024_20241230.ods
Estimativas_de_Populacao/Estimativas_2024/POP2024_20241230.pdf,POP2024_20241230.pdf,arquivo,https://ftp.ibge.gov.br/Estimativas_de_Populacao/Estimativas_2024/POP2024_20241230.pdf
Estimativas_de_Populacao/Estimativas_2024/POP2024_20241230.xls,POP2024_20241230.xls,arquivo,https://ftp.ibge.gov.br/Estimativas_de_Populacao/Estimativas_2024/POP2024_20241230.xls
Estimativas_de_Populacao/Estimativas_2025,Estimativas_2025,pasta,https://ftp.ibge.gov.br/Estimativas_de_Populacao/Estimativas_2025
Estimativas_de_Populacao/Estimativas_2025/Decisoes_judiciais_que_alteraram_coeficientes_do_FPM.pdf,Decisoes_judiciais_que_alteraram_coeficientes_do_FPM.pdf,arquivo,https://ftp.ibge.gov.br/Estimativas_de_Populacao/Estimativas_2025/Decisoes_judiciais_que_alteraram_coeficientes_do_FPM.pdf
Estimativas_de_Populacao/Estimativas_2025/estimativa_dou_2025.ods,estimativa_dou_2025.ods,arquivo,https://ftp.ibge.gov.br/Estimativas_de_Populacao/Estimativas_2025/estimativa_dou_2025.ods
Estimativas_de_Populacao/Estimativas_2025/estimativa_dou_2025.pdf,estimativa_dou_2025.pdf,arquivo,https://ftp.ibge.gov.br/Estimativas_de_Populacao/Estimativas_2025/estimativa_dou_2025.pdf
Estimativas_de_Populacao/Estimativas_2025/estimativa_dou_2025.xls,estimativa_dou_2025.xls,arquivo,https://ftp.ibge.gov.br/Estimativas_de_Populacao/Estimativas_2025/estimativa_dou_2025.xls
Estimativas_de_Populacao/Estimativas_2025/POP2025_20251031.ods,POP2025_20251031.ods,arquivo,https://ftp.ibge.gov.br/Estimativas_de_Populacao/Estimativas_2025/POP2025_20251031.ods
Estimativas_de_Populacao/Estimativas_2025/POP2025_20251031.pdf,POP2025_20251031.pdf,arquivo,https://ftp.ibge.gov.br/Estimativas_de_Populacao/Estimativas_2025/POP2025_20251031.pdf
Estimativas_de_Populacao/Estimativas_2025/POP2025_20251031.xls,POP2025_20251031.xls,arquivo,https://ftp.ibge.gov.br/Estimativas_de_Populacao/Estimativas_2025/POP2025_20251031.xls
Estimativas_de_Populacao/Estimativas_2025/POP2025_20260113.ods,POP2025_20260113.ods,arquivo,https://ftp.ibge.gov.br/Estimativas_de_Populacao/Estimativas_2025/POP2025_20260113.ods
Estimativas_de_Populacao/Estimativas_2025/POP2025_20260113.pdf,POP2025_20260113.pdf,arquivo,https://ftp.ibge.gov.br/Estimativas_de_Populacao/Estimativas_2025/POP2025_20260113.pdf
Estimativas_de_Populacao/Estimativas_2025/POP2025_20260113.xls,POP2025_20260113.xls,arquivo,https://ftp.ibge.gov.br/Estimativas_de_Populacao/Estimativas_2025/POP2025_20260113.xls
Estimativas_de_Populacao/Estimativas_2025/POP2025_20260828.ods,POP2025_20260828.ods,arquivo,https://ftp.ibge.gov.br/Estimativas_de_Populacao/Estimativas_2025/POP2025_20260828.ods
Estimativas_de_Populacao/Estimativas_2025/POP2025_20260828.pdf,POP2025_20260828.pdf,arquivo,https://ftp.ibge.gov.br/Estimativas_de_Populacao/Estimativas_2025/POP2025_20260828.pdf
Estimativas_de_Populacao/Estimativas_2025/POP2025_20260828.xls,POP2025_20260828.xls,arquivo,https://ftp.ibge.gov.br/Estimativas_de_Populacao/Estimativas_2025/POP2025_20260828.xls
Estimativas_de_Populacao/Estimativas_2026,Estimativas_2026,pasta,https://ftp.ibge.gov.br/Estimativas_de_Populacao/Estimativas_2026
Estimativas_de_Populacao/Estimativas_2026/Decisoes_judiciais_que_alteraram_coeficientes_do_FPM.pdf,Decisoes_judiciais_que_alteraram_coeficientes_do_FPM.pdf,arquivo,https://ftp.ibge.gov.br/Estimativas_de_Populacao/Estimativas_2026/Decisoes_judiciais_que_alteraram_coeficientes_do_FPM.pdf
Estimativas_de_Populacao/Estimativas_2026/estimativa_dou_2026.ods,estimativa_dou_2026.ods,arquivo,https://ftp.ibge.gov.br/Estimativas_de_Populacao/Estimativas_2026/estimativa_dou_2026.ods
Estimativas_de_Populacao/Estimativas_2026/estimativa_dou_2026.pdf,estimativa_dou_2026.pdf,arquivo,https://ftp.ibge.gov.br/Estimativas_de_Populacao/Estimativas_2026/estimativa_dou_2026.pdf
Estimativas_de_Populacao/Estimativas_2026/estimativa_dou_2026.xlsx,estimativa_dou_2026.xlsx,arquivo,https://ftp.ibge.gov.br/Estimativas_de_Populacao/Estimativas_2026/estimativa_dou_2026.xlsx
