caminho,nome,tipo,url
Estimativas_de_Populacao/Estimativas_2017/estimativa_dou_2017.pdf,estimativa_dou_2017.pdf,arquivo,https://ftp.ibge.gov.br/Estimativas_de_Populacao/Estimativas_2017/estimativa_dou_2017.pdf
Estimativas_de_Populacao/Estimativas_2017/estimativa_dou_2017.xls,estimativa_dou_2017.xls,arquivo,https://ftp.ibge.gov.br/Estimativas_de_Populacao/Estimativas_2017/estimativa_dou_2017.xls
Estimativas_de_Populacao/Estimativas_2017/POP2017_20220905.ods,POP2017_20220905.ods,arquivo,https://ftp.ibge.gov.br/Estimativas_de_Populacao/Estimativas_2017/POP2017_20220905.ods
Estimativas_de_Populacao/Estimativas_2017/POP2017_20220905.pdf,POP2017_20220905.pdf,arquivo,https://ftp.ibge.gov.br/Estimativas_de_Populacao/Estimativas_2017/POP2017_20220905.pdf
Estimativas_de_Populacao/Estimativas_2017/POP2017_20220905.xls,POP2017_20220905.xls,arquivo,https://ftp.ibge.gov.br/Estimativas_de_Populacao/Estimativas_2017/POP2017_20220905.xls
Estimativas_de_Populacao/Estimativas_2017/serie_2001_2017_TCU.pdf,serie_2001_2017_TCU.pdf,arquivo,https://ftp.ibge.gov.br/Estimativas_de_Populacao/Estimativas_2017/serie_2001_2017_TCU.pdf
Estimativas_de_Populacao/Estimativas_2017/serie_2001_2017_TCU.xls,serie_2001_2017_TCU.xls,arquivo,https://ftp.ibge.gov.br/Estimativas_de_Populacao/Estimativas_2017/serie_2001_2017_TCU.xls
Estimativas_de_Populacao/Estimativas_2018,Estimativas_2018,pasta,https://ftp.ibge.gov.br/Estimativas_de_Populacao/Estimativas_2018
Estimativas_de_Populacao/Estimativas_2018/estimativa_dou_2018_20181019.ods,estimativa_dou_2018_20181019.ods,arquivo,https://ftp.ibge.gov.br/Estimativas_de_Populacao/Estimativas_2018/estimativa_dou_2018_20181019.ods
Estimativas_de_Populacao/Estimativas_2018/estimativa_dou_2018_20181019.pdf,estimativa_dou_2018_20181019.pdf,arquivo,https://ftp.ibge.gov.br/Estimativas_de_Populacao/Estimativas_2018/estimativa_dou_2018_20181019.pdf
Estimativas_de_Populacao/Estimativas_2018/estimativa_dou_2018_20181019.xls,estimativa_dou_2018_20181019.xls,arquivo,https://ftp.ibge.gov.br/Estimativas_de_Populacao/Estimativas_2018/estimativa_dou_2018_20181019.xls
Estimativas_de_Populacao/Estimativas_2018/POP2018_20220905.ods,POP2018_20220905.ods,arquivo,https://ftp.ibge.gov.br/Estimativas_de_Populacao/Estimativas_2018/POP2018_20220905.ods
Estimativas_de_Populacao/Estimativas_2018/POP2018_20220905.pdf,POP2018_20220905.pdf,arquivo,https://ftp.ibge.gov.br/Estimativas_de_Populacao/Estimativas_2018/POP2018_20220905.pdf
Estimativas_de_Populacao/Estimativas_2018/POP2018_20220905.xls,POP2018_20220905.xls,arquivo,https://ftp.ibge.gov.br/Estimativas_de_Populacao/Estimativas_2018/POP2018_20220905.xls
Estimativas_de_Populacao/Estimativas_2018/serie_2001_2018_TCU.pdf,serie_2001_2018_TCU.pdf,arquivo,https://ftp.ibge.gov.br/Estimativas_de_Populacao/Estimativas_2018/serie_2001_2018_TCU.pdf
Estimativas_de_Populacao/Estimativas_2018/serie_2001_2018_TCU.xls,serie_2001_2018_TCU.xls,arquivo,https://ftp.ibge.gov.br/Estimativas_de_Populacao/Estimativas_2018/serie_2001_2018_TCU.xls
Estimativas_de_Populacao/Estimativas_2019,Estimativas_2019,pasta,https://ftp.ibge.gov.br/Estimativas_de_Populacao/Estimativas_2019
Estimativas_de_Populacao/Estimativas_2019/estimativa_dou_2019.ods,estimativa_dou_2019.ods,arquivo,https://ftp.ibge.gov.br/Estimativas_de_Populacao/Estimativas_2019/estimativa_dou_2019.ods
Estimativas_de_Populacao/Estimativas_2019/estimativa_dou_2019.pdf,estimativa_dou_2019.pdf,arquivo,https://ftp.ibge.gov.br/Estimativas_de_Populacao/Estimativas_2019/estimativa_dou_2019.pdf
Estimativas_de_Populacao/Estimativas_2019/estimativa_dou_2019.xls,estimativa_dou_2019.xls,arquivo,https://ftp.ibge.gov.br/Estimativas_de_Populacao/Estimativas_2019/estimativa_dou_2019.xls
